year,month,state,unemployment
1995,Nov,Arkansas,4.4
1995,Nov,California,7.7
1995,Nov,Colorado,3.9
1995,Nov,Connecticut,4.9
1995,Nov,Delaware,4.2
1995,Nov,District of Columbia,8.7
1995,Nov,Florida,5.4
1995,Nov,Georgia,4.6
1995,Nov,Hawaii,5.8
1995,Nov,Idaho,5.4
1995,Nov,Illinois,4.7
1995,Nov,Indiana,4.3
1995,Nov,Iowa,3.1
1995,Nov,Kansas,3.8
1995,Nov,Kentucky,5
1995,Nov,Louisiana,6.2
1995,Nov,Maine,5.5
1995,Nov,Maryland,4.9
1995,Nov,Massachusetts,4.6
1995,Nov,Michigan,4.5
1995,Nov,Minnesota,3.2
1995,Nov,Mississippi,5.6
1995,Nov,Missouri,3.8
1995,Nov,Montana,5.6
1995,Nov,Nebraska,2.3
1995,Nov,Nevada,5.1
1995,Nov,New Hampshire,3.5
1995,Nov,New Jersey,5.9
1995,Nov,New Mexico,6.6
1995,Nov,New York,6
1995,Nov,North Carolina,4.3
1995,Nov,North Dakota,2.7
1995,Nov,Ohio,4.8
1995,Nov,Oklahoma,4.3
1995,Nov,Oregon,4.9
1995,Nov,Pennsylvania,5.6
1995,Nov,Rhode Island,5.3
1995,Nov,South Carolina,5.2
1995,Nov,South Dakota,2.9
1995,Nov,Tennessee,4.8
1995,Nov,Texas,6
1995,Nov,Utah,3
1995,Nov,Vermont,4.2
1995,Nov,Virginia,4.3
1995,Nov,Washington,6.5
1995,Nov,West Virginia,7.5
1995,Nov,Wisconsin,3.4
1995,Nov,Wyoming,4.7
1995,Dec,Alabama,5
1995,Dec,Alaska,7.9
1995,Dec,Arizona,4.9
1995,Dec,Arkansas,4.8
1995,Dec,California,7.3
1995,Dec,Colorado,3.9
1995,Dec,Connecticut,4.8
1995,Dec,Delaware,4.4
1995,Dec,District of Columbia,8.4
1995,Dec,Florida,5.1
1995,Dec,Georgia,4.4
1995,Dec,Hawaii,5.4
1995,Dec,Idaho,5.5
1995,Dec,Illinois,5
1995,Dec,Indiana,4.3
1995,Dec,Iowa,3.5
1995,Dec,Kansas,3.6
1995,Dec,Kentucky,4.8
1995,Dec,Louisiana,6.1
1995,Dec,Maine,5.5
1995,Dec,Maryland,4.7
1995,Dec,Massachusetts,4.6
1995,Dec,Michigan,4.4
1995,Dec,Minnesota,3.7
1995,Dec,Mississippi,5.7
1995,Dec,Missouri,4
1995,Dec,Montana,5.8
1995,Dec,Nebraska,2.6
1995,Dec,Nevada,5.1
1995,Dec,New Hampshire,3.4
1995,Dec,New Jersey,6
1995,Dec,New Mexico,6.6
1995,Dec,New York,6
1995,Dec,North Carolina,4.2
1995,Dec,North Dakota,3
1995,Dec,Ohio,4.9
1995,Dec,Oklahoma,4
1995,Dec,Oregon,5
1995,Dec,Pennsylvania,5.4
1995,Dec,Rhode Island,5.3
1995,Dec,South Carolina,5.2
1995,Dec,South Dakota,3.2
1995,Dec,Tennessee,4.7
1995,Dec,Texas,5.7
1995,Dec,Utah,2.8
1995,Dec,Vermont,3.9
1995,Dec,Virginia,4.2
1995,Dec,Washington,6.4
1995,Dec,West Virginia,7.5
1995,Dec,Wisconsin,3.4
1995,Dec,Wyoming,4.8
1995,Sep,Alabama,6
1995,Sep,Alaska,6.5
1995,Sep,Arizona,5.6
1995,Sep,Arkansas,4.5
1995,Sep,California,7.7
1995,Sep,Colorado,3.9
1995,Sep,Connecticut,5.1
1995,Sep,Delaware,4.3
1995,Sep,District of Columbia,9
1995,Sep,Florida,6
1995,Sep,Georgia,5
1995,Sep,Hawaii,6.4
1995,Sep,Idaho,4.6
1995,Sep,Illinois,4.8
1995,Sep,Indiana,4
1995,Sep,Iowa,3.1
1995,Sep,Kansas,4.1
1995,Sep,Kentucky,5.3
1995,Sep,Louisiana,6.8
1995,Sep,Maine,4.9
1995,Sep,Maryland,4.9
1995,Sep,Massachusetts,5.2
1995,Sep,Michigan,4.7
1995,Sep,Minnesota,3.4
1995,Sep,Mississippi,6.1
1995,Sep,Missouri,4.3
1995,Sep,Montana,4.8
1995,Sep,Nebraska,2.4
1995,Sep,Nevada,5.3
1995,Sep,New Hampshire,3.7
1995,Sep,New Jersey,6.1
1995,Sep,New Mexico,6.4
1995,Sep,New York,6.2
1995,Sep,North Carolina,4
1995,Sep,North Dakota,2.4
1995,Sep,Ohio,4.7
1995,Sep,Oklahoma,4.5
1995,Sep,Oregon,4.1
1995,Sep,Pennsylvania,5.5
1995,Sep,Rhode Island,5.8
1995,Sep,South Carolina,5.4
1995,Sep,South Dakota,2.7
1995,Sep,Tennessee,5.3
1995,Sep,Texas,6.2
1995,Sep,Utah,3.2
1995,Sep,Vermont,3.9
1995,Sep,Virginia,4.5
1995,Sep,Washington,5.9
1995,Sep,West Virginia,7.3
1995,Sep,Wisconsin,3.1
1995,Sep,Wyoming,4.1
1996,Jan,Alabama,5.7
1996,Jan,Alaska,9
1996,Jan,Arizona,5.8
1996,Jan,Arkansas,6
1996,Jan,California,8.5
1996,Jan,Colorado,4.8
1996,Jan,Connecticut,6.1
1996,Jan,Delaware,5.8
1996,Jan,District of Columbia,9
1996,Jan,Florida,5.5
1996,Jan,Georgia,4.9
1996,Jan,Hawaii,6.3
1996,Jan,Idaho,6.8
1996,Jan,Illinois,6.2
1996,Jan,Indiana,5.3
1996,Jan,Iowa,4.4
1996,Jan,Kansas,4.6
1996,Jan,Kentucky,6.4
1996,Jan,Louisiana,7.5
1996,Jan,Maine,6.5
1996,Jan,Maryland,5.9
1996,Jan,Massachusetts,5.7
1996,Jan,Michigan,5.8
1996,Jan,Minnesota,4.9
1996,Jan,Mississippi,6.9
1996,Jan,Missouri,5.3
1996,Jan,Montana,6.9
1996,Jan,Nebraska,3.3
1996,Jan,Nevada,5.9
1996,Jan,New Hampshire,4.4
1996,Jan,New Jersey,7.1
1996,Jan,New Mexico,7.7
1996,Jan,New York,6.9
1996,Jan,North Carolina,5.4
1996,Jan,North Dakota,3.9
1996,Jan,Ohio,6.2
1996,Jan,Oklahoma,5.1
1996,Jan,Oregon,6.3
1996,Jan,Pennsylvania,6.8
1996,Jan,Rhode Island,7.1
1996,Jan,South Carolina,6
1996,Jan,South Dakota,3.8
1996,Jan,Tennessee,6
1996,Jan,Texas,6.6
1996,Jan,Utah,3.6
1996,Jan,Vermont,5.2
1996,Jan,Virginia,5.3
1996,Jan,Washington,7.5
1996,Jan,West Virginia,9.3
1996,Jan,Wisconsin,4.5
1996,Jan,Wyoming,6
1996,Feb,Alabama,5.7
1996,Feb,Alaska,9
1996,Feb,Arizona,5.2
1996,Feb,Arkansas,5.8
1996,Feb,California,8.1
1996,Feb,Colorado,4.6
1996,Feb,Connecticut,5.9
1996,Feb,Delaware,5.6
1996,Feb,District of Columbia,8.7
1996,Feb,Florida,5.1
1996,Feb,Georgia,4.6
1996,Feb,Hawaii,6.1
1996,Feb,Idaho,6.8
1996,Feb,Illinois,5.9
1996,Feb,Indiana,4.9
1996,Feb,Iowa,4.3
1996,Feb,Kansas,4.3
1996,Feb,Kentucky,6.3
1996,Feb,Louisiana,6.4
1996,Feb,Maine,6.8
1996,Feb,Maryland,5.6
1996,Feb,Massachusetts,5.2
1996,Feb,Michigan,5.3
1996,Feb,Minnesota,4.5
1996,Feb,Mississippi,6.4
1996,Feb,Missouri,5.3
1996,Feb,Montana,6.6
1996,Feb,Nebraska,3.1
1996,Feb,Nevada,5.5
1996,Feb,New Hampshire,4.4
1996,Feb,New Jersey,6.9
1996,Feb,New Mexico,7.5
1996,Feb,New York,6.8
1996,Feb,North Carolina,4.9
1996,Feb,North Dakota,3.8
1996,Feb,Ohio,5.6
1996,Feb,Oklahoma,4.9
1996,Feb,Oregon,6.5
1996,Feb,Pennsylvania,6.4
1996,Feb,Rhode Island,6.8
1996,Feb,South Carolina,5.7
1996,Feb,South Dakota,3.7
1996,Feb,Tennessee,5.5
1996,Feb,Texas,6.1
1996,Feb,Utah,3.8
1996,Feb,Vermont,5
1996,Feb,Virginia,4.7
1996,Feb,Washington,7.2
1996,Feb,West Virginia,9.2
1996,Feb,Wisconsin,4.8
1996,Feb,Wyoming,5.6
1996,Mar,Alabama,5.4
1996,Mar,Alaska,8.7
1996,Mar,Arizona,5.3
1996,Mar,Arkansas,5.3
1996,Mar,California,8
1996,Mar,Colorado,4.6
1996,Mar,Connecticut,5.5
1996,Mar,Delaware,5.5
1996,Mar,District of Columbia,8.7
1996,Mar,Florida,5
1996,Mar,Georgia,4.6
1996,Mar,Hawaii,6.1
1996,Mar,Idaho,6.5
1996,Mar,Illinois,5.6
1996,Mar,Indiana,4.8
1996,Mar,Iowa,4.1
1996,Mar,Kansas,4.5
1996,Mar,Kentucky,5.8
1996,Mar,Louisiana,6.5
1996,Mar,Maine,6.4
1996,Mar,Maryland,5.3
1996,Mar,Massachusetts,5
1996,Mar,Michigan,5.6
1996,Mar,Minnesota,4.8
1996,Mar,Mississippi,6.3
1996,Mar,Missouri,5.3
1996,Mar,Montana,6.5
1996,Mar,Nebraska,3
1996,Mar,Nevada,5.4
1996,Mar,New Hampshire,4.3
1996,Mar,New Jersey,6.8
1996,Mar,New Mexico,7.4
1996,Mar,New York,6.8
1996,Mar,North Carolina,4.6
1996,Mar,North Dakota,3.7
1996,Mar,Ohio,5.4
1996,Mar,Oklahoma,4.1
1996,Mar,Oregon,6.3
1996,Mar,Pennsylvania,6.2
1996,Mar,Rhode Island,6.3
1996,Mar,South Carolina,5.4
1996,Mar,South Dakota,3.8
1996,Mar,Tennessee,5.2
1996,Mar,Texas,5.9
1996,Mar,Utah,3.6
1996,Mar,Vermont,5
1996,Mar,Virginia,4.5
1996,Mar,Washington,6.8
1996,Mar,West Virginia,8.4
1996,Mar,Wisconsin,4.4
1996,Mar,Wyoming,5.8
1996,Apr,Alabama,5
1996,Apr,Alaska,8.1
1996,Apr,Arizona,5.3
1996,Apr,Arkansas,5
1996,Apr,California,7.5
1996,Apr,Colorado,4.2
1996,Apr,Connecticut,5.2
1996,Apr,Delaware,4.9
1996,Apr,District of Columbia,8.1
1996,Apr,Florida,4.8
1996,Apr,Georgia,4.3
1996,Apr,Hawaii,6.2
1996,Apr,Idaho,5.8
1996,Apr,Illinois,5.3
1996,Apr,Indiana,4.3
1996,Apr,Iowa,3.5
1996,Apr,Kansas,4.1
1996,Apr,Kentucky,5.2
1996,Apr,Louisiana,6.3
1996,Apr,Maine,5.9
1996,Apr,Maryland,4.9
1996,Apr,Massachusetts,4.4
1996,Apr,Michigan,4.8
1996,Apr,Minnesota,4.4
1996,Apr,Mississippi,5.8
1996,Apr,Missouri,4.8
1996,Apr,Montana,5.6
1996,Apr,Nebraska,2.7
1996,Apr,Nevada,5.2
1996,Apr,New Hampshire,3.8
1996,Apr,New Jersey,6.3
1996,Apr,New Mexico,7.1
1996,Apr,New York,6.4
1996,Apr,North Carolina,4.3
1996,Apr,North Dakota,3.3
1996,Apr,Ohio,4.8
1996,Apr,Oklahoma,3.7
1996,Apr,Oregon,5.8
1996,Apr,Pennsylvania,5.5
1996,Apr,Rhode Island,5.3
1996,Apr,South Carolina,5.5
1996,Apr,South Dakota,3.1
1996,Apr,Tennessee,4.8
1996,Apr,Texas,5.6
1996,Apr,Utah,3.3
1996,Apr,Vermont,4.8
1996,Apr,Virginia,4.3
1996,Apr,Washington,6.2
1996,Apr,West Virginia,7.7
1996,Apr,Wisconsin,4
1996,Apr,Wyoming,5.3
1996,May,Alabama,5
1996,May,Alaska,7.4
1996,May,Arizona,5.5
1996,May,Arkansas,5.2
1996,May,California,7.1
1996,May,Colorado,4.3
1996,May,Connecticut,5.4
1996,May,Delaware,4.5
1996,May,District of Columbia,8.6
1996,May,Florida,5.1
1996,May,Georgia,4.6
1996,May,Hawaii,6.1
1996,May,Idaho,4.8
1996,May,Illinois,5.4
1996,May,Indiana,4.4
1996,May,Iowa,3.3
1996,May,Kansas,4.3
1996,May,Kentucky,5.2
1996,May,Louisiana,6.6
1996,May,Maine,5.2
1996,May,Maryland,5
1996,May,Massachusetts,4.4
1996,May,Michigan,4.9
1996,May,Minnesota,3.7
1996,May,Mississippi,6.4
1996,May,Missouri,4.9
1996,May,Montana,4.9
1996,May,Nebraska,2.7
1996,May,Nevada,4.9
1996,May,New Hampshire,3.7
1996,May,New Jersey,6.2
1996,May,New Mexico,7.1
1996,May,New York,6.3
1996,May,North Carolina,4.5
1996,May,North Dakota,2.6
1996,May,Ohio,4.8
1996,May,Oklahoma,4.1
1996,May,Oregon,5.4
1996,May,Pennsylvania,5.6
1996,May,Rhode Island,5.1
1996,May,South Carolina,5.7
1996,May,South Dakota,3.1
1996,May,Tennessee,4.7
1996,May,Texas,5.6
1996,May,Utah,3.3
1996,May,Vermont,4.2
1996,May,Virginia,4.5
1996,May,Washington,6.4
1996,May,West Virginia,7.3
1996,May,Wisconsin,3.5
1996,May,Wyoming,4.6
1996,Jun,Alabama,5.7
1996,Jun,Alaska,7.5
1996,Jun,Arizona,5.8
1996,Jun,Arkansas,5.5
1996,Jun,California,7.1
1996,Jun,Colorado,4.8
1996,Jun,Connecticut,5.5
1996,Jun,Delaware,5.1
1996,Jun,District of Columbia,9
1996,Jun,Florida,5.3
1996,Jun,Georgia,4.8
1996,Jun,Hawaii,6.9
1996,Jun,Idaho,4.7
1996,Jun,Illinois,5.5
1996,Jun,Indiana,4.1
1996,Jun,Iowa,3.5
1996,Jun,Kansas,4.5
1996,Jun,Kentucky,5.3
1996,Jun,Louisiana,7.5
1996,Jun,Maine,4.9
1996,Jun,Maryland,5.1
1996,Jun,Massachusetts,4.5
1996,Jun,Michigan,5
1996,Jun,Minnesota,4.1
1996,Jun,Mississippi,6.8
1996,Jun,Missouri,4.8
1996,Jun,Montana,5.3
1996,Jun,Nebraska,3
1996,Jun,Nevada,5.2
1996,Jun,New Hampshire,3.9
1996,Jun,New Jersey,5.9
1996,Jun,New Mexico,7.9
1996,Jun,New York,6
1996,Jun,North Carolina,4.4
1996,Jun,North Dakota,3.2
1996,Jun,Ohio,4.9
1996,Jun,Oklahoma,4.1
1996,Jun,Oregon,5.5
1996,Jun,Pennsylvania,5.5
1996,Jun,Rhode Island,5.1
1996,Jun,South Carolina,6.2
1996,Jun,South Dakota,3.1
1996,Jun,Tennessee,5.1
1996,Jun,Texas,6
1996,Jun,Utah,3.8
1996,Jun,Vermont,4.3
1996,Jun,Virginia,4.6
1996,Jun,Washington,5.9
1996,Jun,West Virginia,7.2
1996,Jun,Wisconsin,3.8
1996,Jun,Wyoming,4.7
1996,Jul,Alabama,5.6
1996,Jul,Alaska,6.7
1996,Jul,Arizona,6.2
1996,Jul,Arkansas,5.8
1996,Jul,California,7.6
1996,Jul,Colorado,4.5
1996,Jul,Connecticut,5.7
1996,Jul,Delaware,5.2
1996,Jul,District of Columbia,8.9
1996,Jul,Florida,5.7
1996,Jul,Georgia,5.1
1996,Jul,Hawaii,6.5
1996,Jul,Idaho,4.6
1996,Jul,Illinois,5.6
1996,Jul,Indiana,4.2
1996,Jul,Iowa,3.3
1996,Jul,Kansas,4.6
1996,Jul,Kentucky,5.4
1996,Jul,Louisiana,7.3
1996,Jul,Maine,4.8
1996,Jul,Maryland,5.2
1996,Jul,Massachusetts,4.6
1996,Jul,Michigan,5.7
1996,Jul,Minnesota,4
1996,Jul,Mississippi,6.3
1996,Jul,Missouri,5.1
1996,Jul,Montana,4.7
1996,Jul,Nebraska,3.1
1996,Jul,Nevada,5.2
1996,Jul,New Hampshire,3.8
1996,Jul,New Jersey,6.4
1996,Jul,New Mexico,7.8
1996,Jul,New York,6.4
1996,Jul,North Carolina,4.7
1996,Jul,North Dakota,2.7
1996,Jul,Ohio,5.1
1996,Jul,Oklahoma,3.9
1996,Jul,Oregon,5.7
1996,Jul,Pennsylvania,5.6
1996,Jul,Rhode Island,5.4
1996,Jul,South Carolina,6.1
1996,Jul,South Dakota,3
1996,Jul,Tennessee,5.3
1996,Jul,Texas,6
1996,Jul,Utah,3.6
1996,Jul,Vermont,4.1
1996,Jul,Virginia,4.7
1996,Jul,Washington,5.8
1996,Jul,West Virginia,6.9
1996,Jul,Wisconsin,3.6
1996,Jul,Wyoming,4.4
1996,Aug,Alabama,5.1
1996,Aug,Alaska,6.3
1996,Aug,Arizona,6.1
1996,Aug,Arkansas,5
1996,Aug,California,6.8
1996,Aug,Colorado,4.1
1996,Aug,Connecticut,5.3
1996,Aug,Delaware,5.3
1996,Aug,District of Columbia,8.5
1996,Aug,Florida,5.3
1996,Aug,Georgia,4.5
1996,Aug,Hawaii,6.3
1996,Aug,Idaho,4.6
1996,Aug,Illinois,5
1996,Aug,Indiana,3.6
1996,Aug,Iowa,3.2
1996,Aug,Kansas,4.3
1996,Aug,Kentucky,4.7
1996,Aug,Louisiana,6.8
1996,Aug,Maine,4.2
1996,Aug,Maryland,4.8
1996,Aug,Massachusetts,4
1996,Aug,Michigan,4.5
1996,Aug,Minnesota,3.5
1996,Aug,Mississippi,5.7
1996,Aug,Missouri,4.6
1996,Aug,Montana,4.5
1996,Aug,Nebraska,2.5
1996,Aug,Nevada,4.8
1996,Aug,New Hampshire,3.8
1996,Aug,New Jersey,5.7
1996,Aug,New Mexico,7.2
1996,Aug,New York,5.8
1996,Aug,North Carolina,3.9
1996,Aug,North Dakota,2.6
1996,Aug,Ohio,4.5
1996,Aug,Oklahoma,3.7
1996,Aug,Oregon,5.4
1996,Aug,Pennsylvania,5
1996,Aug,Rhode Island,5.2
1996,Aug,South Carolina,5.9
1996,Aug,South Dakota,2.9
1996,Aug,Tennessee,4.7
1996,Aug,Texas,5.4
1996,Aug,Utah,3.6
1996,Aug,Vermont,3.9
1996,Aug,Virginia,4.2
1996,Aug,Washington,5.6
1996,Aug,West Virginia,6.9
1996,Aug,Wisconsin,3.1
1996,Aug,Wyoming,4.3
1996,Oct,Alabama,5
1996,Oct,Alaska,6.9
1996,Oct,Arizona,5.5
1996,Oct,Arkansas,4.6
1996,Oct,California,6.6
1996,Oct,Colorado,3.7
1996,Oct,Connecticut,5.2
1996,Oct,Delaware,5.2
1996,Oct,District of Columbia,8
1996,Oct,Florida,5
1996,Oct,Georgia,4.7
1996,Oct,Hawaii,6
1996,Oct,Idaho,4.3
1996,Oct,Illinois,4.6
1996,Oct,Indiana,3.2
1996,Oct,Iowa,3
1996,Oct,Kansas,4
1996,Oct,Kentucky,5.1
1996,Oct,Louisiana,6.2
1996,Oct,Maine,4.2
1996,Oct,Maryland,4.7
1996,Oct,Massachusetts,3.7
1996,Oct,Michigan,4.1
1996,Oct,Minnesota,3.2
1996,Oct,Mississippi,5.6
1996,Oct,Missouri,4
1996,Oct,Montana,4.4
1996,Oct,Nebraska,2.3
1996,Oct,Nevada,4.5
1996,Oct,New Hampshire,3.4
1996,Oct,New Jersey,5.5
1996,Oct,New Mexico,6.7
1996,Oct,New York,5.7
1996,Oct,North Carolina,3.7
1996,Oct,North Dakota,1.9
1996,Oct,Ohio,4.5
1996,Oct,Oklahoma,3.9
1996,Oct,Oregon,5.2
1996,Oct,Pennsylvania,4.7
1996,Oct,Rhode Island,4.8
1996,Oct,South Carolina,5.7
1996,Oct,South Dakota,2.6
1996,Oct,Tennessee,5.1
1996,Oct,Texas,5.2
1996,Oct,Utah,3.1
1996,Oct,Vermont,3.5
1996,Oct,Virginia,4.1
1996,Oct,Washington,5.1
1996,Oct,West Virginia,6.7
1996,Oct,Wisconsin,2.7
1996,Oct,Wyoming,4.3
1996,Nov,Alabama,5
1996,Nov,Alaska,7.4
1996,Nov,Arizona,5.2
1996,Nov,Arkansas,4.8
1996,Nov,California,6.9
1996,Nov,Colorado,3.8
1996,Nov,Connecticut,5.5
1996,Nov,Delaware,4.7
1996,Nov,District of Columbia,7.8
1996,Nov,Florida,4.9
1996,Nov,Georgia,4.6
1996,Nov,Hawaii,6.5
1996,Nov,Idaho,5.2
1996,Nov,Illinois,4.6
1996,Nov,Indiana,3.3
1996,Nov,Iowa,3.2
1996,Nov,Kansas,4
1996,Nov,Kentucky,5.6
1996,Nov,Louisiana,6
1996,Nov,Maine,4.7
1996,Nov,Maryland,4.7
1996,Nov,Massachusetts,3.8
1996,Nov,Michigan,4.2
1996,Nov,Minnesota,3.4
1996,Nov,Mississippi,5.3
1996,Nov,Missouri,4.5
1996,Nov,Montana,4.8
1996,Nov,Nebraska,2.3
1996,Nov,Nevada,4.4
1996,Nov,New Hampshire,3.5
1996,Nov,New Jersey,5.7
1996,Nov,New Mexico,6.7
1996,Nov,New York,6
1996,Nov,North Carolina,3.9
1996,Nov,North Dakota,2.4
1996,Nov,Ohio,4.9
1996,Nov,Oklahoma,3.9
1996,Nov,Oregon,5.7
1996,Nov,Pennsylvania,4.9
1996,Nov,Rhode Island,4.7
1996,Nov,South Carolina,5.7
1996,Nov,South Dakota,2.9
1996,Nov,Tennessee,5.6
1996,Nov,Texas,5.5
1996,Nov,Utah,3
1996,Nov,Vermont,4.1
1996,Nov,Virginia,4.1
1996,Nov,Washington,5.5
1996,Nov,West Virginia,6.9
1996,Nov,Wisconsin,3
1996,Nov,Wyoming,4.9
1996,Dec,Alabama,4.7
1996,Dec,Alaska,7.8
1996,Dec,Arizona,5
1996,Dec,Arkansas,5.2
1996,Dec,California,6.5
1996,Dec,Colorado,3.6
1996,Dec,Connecticut,5.3
1996,Dec,Delaware,4.6
1996,Dec,District of Columbia,7.6
1996,Dec,Florida,4.6
1996,Dec,Georgia,4.7
1996,Dec,Hawaii,5.7
1996,Dec,Idaho,5.2
1996,Dec,Illinois,4.9
1996,Dec,Indiana,3.3
1996,Dec,Iowa,3.5
1996,Dec,Kansas,3.7
1996,Dec,Kentucky,5.7
1996,Dec,Louisiana,5.7
1996,Dec,Maine,4.8
1996,Dec,Maryland,4.6
1996,Dec,Massachusetts,3.8
1996,Dec,Michigan,4.5
1996,Dec,Minnesota,3.6
1996,Dec,Mississippi,5.4
1996,Dec,Missouri,4.6
1996,Dec,Montana,5.2
1996,Dec,Nebraska,2.4
1996,Dec,Nevada,4.5
1996,Dec,New Hampshire,3.3
1996,Dec,New Jersey,5.6
1996,Dec,New Mexico,6.5
1996,Dec,New York,6.1
1996,Dec,North Carolina,3.6
1996,Dec,North Dakota,2.9
1996,Dec,Ohio,4.9
1996,Dec,Oklahoma,3.9
1996,Dec,Oregon,5.7
1996,Dec,Pennsylvania,4.7
1996,Dec,Rhode Island,4.8
1996,Dec,South Carolina,5.6
1996,Dec,South Dakota,3.1
1996,Dec,Tennessee,5.2
1996,Dec,Texas,5.2
1996,Dec,Utah,2.8
1996,Dec,Vermont,3.8
1996,Dec,Virginia,4.1
1996,Dec,Washington,5.5
1996,Dec,West Virginia,7.1
1996,Dec,Wisconsin,3.1
1996,Dec,Wyoming,5.1
1996,Sep,Alabama,4.9
1996,Sep,Alaska,6.5
1996,Sep,Arizona,5.9
1996,Sep,Arkansas,4.9
1996,Sep,California,6.7
1996,Sep,Colorado,3.9
1996,Sep,Connecticut,5.3
1996,Sep,Delaware,5.3
1996,Sep,District of Columbia,8.3
1996,Sep,Florida,5.3
1996,Sep,Georgia,4.6
1996,Sep,Hawaii,6.4
1996,Sep,Idaho,4.3
1996,Sep,Illinois,4.8
1996,Sep,Indiana,3.4
1996,Sep,Iowa,3.1
1996,Sep,Kansas,4.1
1996,Sep,Kentucky,4.9
1996,Sep,Louisiana,6.5
1996,Sep,Maine,4.2
1996,Sep,Maryland,4.8
1996,Sep,Massachusetts,4.2
1996,Sep,Michigan,4.4
1996,Sep,Minnesota,3.6
1996,Sep,Mississippi,5.4
1996,Sep,Missouri,4.3
1996,Sep,Montana,4.3
1996,Sep,Nebraska,2.4
1996,Sep,Nevada,4.9
1996,Sep,New Hampshire,3.6
1996,Sep,New Jersey,5.7
1996,Sep,New Mexico,6.8
1996,Sep,New York,5.7
1996,Sep,North Carolina,3.7
1996,Sep,North Dakota,2.1
1996,Sep,Ohio,4.6
1996,Sep,Oklahoma,3.7
1996,Sep,Oregon,4.9
1996,Sep,Pennsylvania,4.7
1996,Sep,Rhode Island,4.9
1996,Sep,South Carolina,5.9
1996,Sep,South Dakota,2.7
1996,Sep,Tennessee,4.8
1996,Sep,Texas,5.4
1996,Sep,Utah,3.1
1996,Sep,Vermont,3.9
1996,Sep,Virginia,4.3
1996,Sep,Washington,5.3
1996,Sep,West Virginia,6.6
1996,Sep,Wisconsin,2.8
1996,Sep,Wyoming,4.2
1997,Jan,Alabama,5.6
1997,Jan,Alaska,8.6
1997,Jan,Arizona,5.4
1997,Jan,Arkansas,6.2
1997,Jan,California,7.5
1997,Jan,Colorado,4.4
1997,Jan,Connecticut,6.4
1997,Jan,Delaware,5.4
1997,Jan,District of Columbia,8
1997,Jan,Florida,5.2
1997,Jan,Georgia,5.3
1997,Jan,Hawaii,6.2
1997,Jan,Idaho,6.7
1997,Jan,Illinois,5.9
1997,Jan,Indiana,3.9
1997,Jan,Iowa,4.4
1997,Jan,Kansas,4.7
1997,Jan,Kentucky,6.8
1997,Jan,Louisiana,6.7
1997,Jan,Maine,6.1
1997,Jan,Maryland,5.5
1997,Jan,Massachusetts,4.9
1997,Jan,Michigan,5.5
1997,Jan,Minnesota,4.5
1997,Jan,Mississippi,6.6
1997,Jan,Missouri,5.5
1997,Jan,Montana,6.5
1997,Jan,Nebraska,3.2
1997,Jan,Nevada,5.2
1997,Jan,New Hampshire,4.1
1997,Jan,New Jersey,6.5
1997,Jan,New Mexico,7.3
1997,Jan,New York,7.3
1997,Jan,North Carolina,4.5
1997,Jan,North Dakota,3.7
1997,Jan,Ohio,6
1997,Jan,Oklahoma,4.9
1997,Jan,Oregon,6.9
1997,Jan,Pennsylvania,5.9
1997,Jan,Rhode Island,6.6
1997,Jan,South Carolina,6
1997,Jan,South Dakota,3.8
1997,Jan,Tennessee,6.3
1997,Jan,Texas,6
1997,Jan,Utah,3.5
1997,Jan,Vermont,4.9
1997,Jan,Virginia,5
1997,Jan,Washington,6.1
1997,Jan,West Virginia,8.4
1997,Jan,Wisconsin,4.4
1997,Jan,Wyoming,6.4
1997,Feb,Alabama,5.6
1997,Feb,Alaska,8.8
1997,Feb,Arizona,5
1997,Feb,Arkansas,5.9
1997,Feb,California,7.2
1997,Feb,Colorado,4
1997,Feb,Connecticut,6.2
1997,Feb,Delaware,5
1997,Feb,District of Columbia,7.9
1997,Feb,Florida,4.8
1997,Feb,Georgia,5.2
1997,Feb,Hawaii,6.1
1997,Feb,Idaho,6.4
1997,Feb,Illinois,5.6
1997,Feb,Indiana,3.9
1997,Feb,Iowa,4.1
1997,Feb,Kansas,4.3
1997,Feb,Kentucky,6.8
1997,Feb,Louisiana,5.8
1997,Feb,Maine,6.4
1997,Feb,Maryland,5.5
1997,Feb,Massachusetts,4.6
1997,Feb,Michigan,5.1
1997,Feb,Minnesota,4
1997,Feb,Mississippi,6.1
1997,Feb,Missouri,5.3
1997,Feb,Montana,6.1
1997,Feb,Nebraska,3
1997,Feb,Nevada,4.8
1997,Feb,New Hampshire,4.1
1997,Feb,New Jersey,6.2
1997,Feb,New Mexico,7
1997,Feb,New York,7.2
1997,Feb,North Carolina,4.4
1997,Feb,North Dakota,3.4
1997,Feb,Ohio,5.8
1997,Feb,Oklahoma,4.4
1997,Feb,Oregon,6.9
1997,Feb,Pennsylvania,5.9
1997,Feb,Rhode Island,6.2
1997,Feb,South Carolina,5.7
1997,Feb,South Dakota,3.4
1997,Feb,Tennessee,6
1997,Feb,Texas,5.9
1997,Feb,Utah,3.6
1997,Feb,Vermont,4.7
1997,Feb,Virginia,4.8
1997,Feb,Washington,6.1
1997,Feb,West Virginia,8.6
1997,Feb,Wisconsin,4.6
1997,Feb,Wyoming,5.9
1997,Mar,Alabama,5
1997,Mar,Alaska,8.4
1997,Mar,Arizona,4.7
